_name,_gtfs_id,Address,HandicapAccessible,Escalator_Access,TTYPhone_Access,FullHighs_Access,MiniHighs_Access,Elevator_Access,MobileLift_Access,Ramp_Access,ParkingType,Operator ,RT/CR,Line,ParkingRate,SpacesAvailable,AccessibleParkingSpaces,AverageSpacesAvailable,BikeSpaces,ManagedByEmail,ManagedByLabel,ManagedByPhone,ManagedByWeb,PayByPhoneId,AdditionalNotes,Photo1,Photo2,Area_Map,Comments
Providence,Providence,"100 Gaspee St, Providence, RI 02903-1133",Yes,Both,No,Yes,No,Yes,No,No,Garage,,,,,330,13,,0,,Metropark,401-274-9290,http://www.metroparkltd.com/,,,,,,
Prudential,place-prmnl,"Huntington Ave and Belvidere St, Boston, MA 02199",Yes,Both,No,N/A,N/A,Yes,No,No,,,,,,,,,0,,,,,,,prudentialphoto.gif,,prudentialmap.gif,
Quincy Adams,place-qamnl,"Burgin Pkwy and Centre St, Quincy, MA 02169",Yes,Both,No,N/A,N/A,Yes,No,No,Garage,MBTA,Rapid Transit,RedLine,"Daily: $7 for the first 24 hours, $8 for each additional 24 hours",2513,34,<26%,64,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4466,,quincyadamsphoto.gif,,quincyadamsmap.gif,
Quincy Center,place-qnctr,"175 Thomas E Burgin Pkwy, Quincy, MA 02169",Yes,Up,No,Yes,N/A,Yes,No,No,,,,,,,,,,,,,,,,Quincy Center001.jpg,Quincy Center002.jpg,quincycentermap.gif,
Reading,Reading,"35 Lincoln St, Reading, MA 01867",Yes,None,No,No,Yes,No,No,No,Unattended Lot,MBTA,Commuter Rail,Haverhill,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",71,2,<1%,10,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4279,For train information at ReadingStation tune to 1630 AM,,,,Parking often fills up. We recommend you arrive before 10:30 AM.
Readville,Readville,"1800 Hyde Park Ave, Hyde Park, MA 02136",Yes,None,No,No,Yes,No,No,Yes,Unattended Lot,MBTA,Commuter Rail,Fairmont,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",354,15,0.68,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4377,For train information at Readville Station tune to 1630 AM,,,,
Reservoir,place-rsmnl,"401 Chestnut Hill Ave, Brookline, MA, 02445",Yes,None,No,N/A,N/A,No,No,No,,,,,,,,,8,,,,,,,Reservoir001.jpg,<NULL>,reservoirmap.gif,
Revere Beach,place-rbmnl,"Intersection of 220 Shirley Ave and 300 Ocean Ave, Revere, MA",Yes,None,No,N/A,N/A,Yes,No,No,,,,,,,,,13,,,,,,,Revere Beach001.jpg,Revere Beach002.jpg,reverebeachmap.gif,
River Works,River Works / GE Employees Only,"1000 Western Ave Lynn, MA 01910 - General Electric plant (employees only)",No,None,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,
Riverside,place-river,"367 Grove St, off Route 128, Newton, MA 02466",Yes,None,No,N/A,N/A,No,No,No,Attended Lot,MBTA,Rapid Transit,GreenLine_D,"Daily: $6 PayByPhone, $6.50 invoice | Monthly: $125",731,22,<7%,48,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4372,,riverside001.jpg,riverside002.jpg,riversidemap.gif,
Riverway,place-rvrwy,"S Huntington Ave at Huntington Ave, Boston, MA",No,None,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,Riverway001.jpg,,riverwaymap.gif,
Rockport,Rockport,"17 Railroad Ave, Rockport, MA 01966",Yes,None,No,No,Yes,No,No,No,Surface Lot,,,,Free,88,,,7,,Town of Rockport,978-546-6648,https://www.rockportma.gov/parking-clerk,,For train information at Rockport Station tune to 1630 AM,,,,"Town of Rockport is responsible for parking lot maintenance. Please contact MBTA Customer Service regarding station and platform snow removal, cleanliness, and maintenance issues."
Roslindale Village,Roslindale Village,"1 Belgrade Ave, Roslindale, MA 02131",Yes,None,No,No,Yes,No,No,No,Unattended Lot,MBTA,Commuter Rail,Needham,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",152,4,0.79,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4379,For train information at Roslindale Village tune to 1630 AM,,,,
Route 128,Route 128,"50 University Ave, Westwood, MA 02090",Yes,Both,No,Yes,No,Yes,No,No,Garage,MBTA,Commuter Rail,Providence/Stoughton,"$7 for first 14 hours, $14 for 14-24 hours",2589,44,<25%,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,,,,,,
Rowes Wharf Ferry Terminal,Boat-Rowes,"60 Rowes Wharf, Boston, MA 02110-3329",Yes,N/A,No,N/A,N/A,N/A,No,Yes,,,,,,,,,,,,,,,,,,,
Rowley,Rowley,"70 Railroad Ave, Rowley, MA 01969",Yes,None,No,Yes,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Newburyport/Rockport,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",282,7,0.66,11,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4243,For train information at Rowley Station tune to 1630 AM,,,,
Roxbury Crossing,place-rcmnl,"1400 Tremont St, Roxbury, MA",Yes,Up,No,N/A,N/A,Yes,No,No,,,,,,,,,16,,,,,,,RoxburyCrossing001.jpg,RoxburyCrossing002.jpg,roxburymap.gif,
Ruggles,place-rugg,"1150 Tremont St, Boston, MA 02120",Yes,Up,No,Yes,N/A,Yes,No,No,,,,,,,,,20,,,,,,,Ruggles001.jpg,Ruggles002.jpg,rugglesmap.gif,
Salem,Salem,"252 Bridge St, Salem, MA 01970",Yes,None,No,Yes,No,Yes,No,No,Garage,MBTA,Commuter Rail,Newburyport/Rockport,"$5 for first 14 hours, $12 for 14-24 hours",696,16,,5,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,,For train information at Salem Station tune to 1630 AM,,,,
Savin Hill,place-shmnl,"125 Savin Hill Ave, Dorchester, MA 02124",Yes,Up,No,N/A,N/A,Yes,No,No,Unattended Lot,MBTA,Rapid Transit,RedLine,"Daily: $5 PayByPhone, $5.50 invoice",15,2,0.5,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4468,,savinhillphoto.gif,,savinhillmap.gif,
Science Park,place-spmnl,"Charles River Dam at Leverett Circle, Intersection of Nashua St and Charles St, Boston, MA",Yes,None,No,N/A,N/A,Yes,No,No,,,,,,,,,0,,,,,,,SciencePark001.jpg,SciencePark002.jpg,scienceparkmap.gif,
Sharon,Sharon,"1 Upland Rd, Sharon, MA 02067",No,None,No,No,Yes,No,No,Yes,Surface Lot,,,,Daily: $4,542,,<2%,8,,Town of Sharon,508-381-5456,https://www.townofsharon.net/home/pages/railroad-parking,2232,For train information at Sharon Station tune to 1700 AM,,,,Town of Sharon is responsible for parking lot snow removal and maintenance.
Shawmut,place-smmnl,"On Dayton St between Centre St and Lyndhurst St, Boston, MA",Yes,None,No,N/A,N/A,Yes,No,No,,,,,,,,,0,,,,,,,shawmutphoto.gif,,shawmutmap.gif,
Shirley,Shirley,"Ayer Rd and Phoenix St, Shirley, MA 01464",No,None,No,No,No,No,No,No,Off St,,,,Free,25,,,0,,Town of Shirley,978-425-2600,http://www.shirley-ma.gov,,,,,,"Town of Shirley is responsible for parking lot maintenance. Please contact MBTA Customer Service regarding station and platform snow removal, cleanliness, and maintenance issues."
Silver Hill,Silver Hill,"Silver Hill Rd and Merriam St, Weston, MA 02493",No,None,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,
Silver Line Way,74614,"Silver Line Way at Pumphouse Rd between Massport Haul Rd and D St, Boston, MA",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,,,,
Silver Line Way,74624,"Silver Line Way at Pumphouse Rd between Massport Haul Rd and D St, Boston, MA",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,,,,
South Acton,South Acton,"4 Central St, Acton, MA 01720",Yes,None,No,Yes,No,,No,,Surface Lot,,,,2.5,287,9,,44,,Town of Acton,978-929-6622,http://www.acton-ma.gov/,,For train information at South Acton Station tune to 1630 AM,,,,"Town of Acton is responsible for parking lot snow removal, maintenance, and fee collection."
South Attleboro,South Attleboro,"1315 Newport Ave, Attleboro, MA 02703",Yes,None,No,No,Yes,No,No,Yes,Unattended Lot,MBTA,Commuter Rail,Providence/Stoughton,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",568,14,<5%,2,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4380,For train information at South Attleboro Station tune to 1700 AM,,,,Parking often fills up. We recommend you arrive before 6:30 AM.
South Station,place-sstat,"Atlantic Ave & Summer St Boston, MA 02110",Yes,Up,No,Yes,N/A,Yes,No,No,,,,,Variable rates beginning at $4/ 30 minutes. Overnight maximum of $27/day,226,8,,8,,ProPark,617-742-8025,https://proparkboston.com/,,,SouthSt001.jpg,SouthSt002.jpg,southmap.gif,
South Weymouth,South Weymouth,"89 Trotter Rd, Weymouth, MA 02190",Yes,None,No,Yes,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Kingston/Plymouth,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",697,9,0.58,10,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4471,For train information at South Weymouth Station tune to 1630 AM,,,,
Southborough,Southborough,"87 Southville Rd, Southborough, MA 01772",Yes,None,No,No,Yes,No,No,Yes,Unattended Lot,MBTA,Commuter Rail,Framingham/Worcester,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",364,8,<35%,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4257,For train information at Southborough Station tune to 1630 AM,,,,Parking often fills up. We recommend you arrive before 7 AM.
St. Marys,place-smary,"Beacon St and St Mary's St, Boston, MA",Yes,None,No,N/A,N/A,No,No,No,,,,,,,,,10,,,,,,,StMarys001.jpg,StMarys002.jpg,stmarysmap.gif,
St. Paul,place-stpul,"Commonwealth Ave and Buick St/St Paul St, Boston, MA",No,None,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,StPaul001.jpg,StPaul002.jpg,stpaulstmap.gif,
State,place-state,"200 Washington St, Boston, MA",Yes,Up,No,N/A,N/A,Yes,No,Yes,,,,,,,,,0,,,,,,,State-St001.jpg,,statemap.gif,
Stony Brook,place-sbmnl,"100 Boylston St at 180 Lamartine St, Boston, MA",Yes,Up,No,N/A,N/A,Yes,No,No,,,,,,,,,12,,,,,,,StonyBrook001.jpg,StonyBrook002.jpg,stonybrookmap.gif,
Stoughton,Stoughton,"45 Wyman St, Stoughton, MA 02072",Yes,None,No,No,Yes,No,No,No,Unattended Lot,MBTA,Commuter Rail,Providence/Stoughton,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",333,10,<45%,6,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4381,For train information at Stoughton Station tune to 1700 AM,,,,
Suffolk Downs,place-sdmnl,"1230 Bennington St and Walley St, Boston, MA 02128",Yes,None,No,N/A,N/A,No,No,No,Unattended Lot,MBTA,Rapid Transit,BlueLine,"Daily: $5 PayByPhone, $5.50 invoice | Monthly: $105",110,4,<6%,12,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4374,,Sulfolk Downs001.jpg,Sulfolk Downs002.jpg,suffolkmap.gif,
Sullivan Square,place-sull,"1 Broadway and 1 Cambridge St, Charlestown, MA 02129",Yes,Up,No,N/A,N/A,Yes,No,Yes,Unattended Lot,MBTA,Rapid Transit,OrangeLine,"Daily: $6 PayByPhone, $6.50 invoice | Monthly: $125",222,7,<1%,16,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4397,,SullivanSquare001.jpg,SullivanSquare002.jpg,sullsquaremap.gif,
Summit Ave,place-sumav,"Beacon St and Summit Ave, Boston, MA",No,None,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,SummitAve001.jpg,SummitAve002.jpg,summimap.gif,
Sutherland Road,place-sthld,"Commonwealth Ave and Sutherland Road, Boston, MA",No,None,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,SutherlandRd001.jpg,SutherlandRd002.jpg,suthermap.gif,
Swampscott,Swampscott,"Burrill St and Railroad Ave, Swampscott, MA 01907",Yes,None,No,No,Yes,No,No,No,Unattended Lot,MBTA,Commuter Rail,Newburyport/Rockport,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",131,6,<32%,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4244,For train information at Swampscott Station tune to 1630 AM,,,,Parking often fills up. We recommend you arrive before 7 AM.
Symphony,place-symcl,"Massachusetts Ave and Huntington Ave, Boston, MA",No,None,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,Symphony001.jpg,Symphony002.jpg,symphonymap.gif,
Talbot Ave,Talbot Ave,"210 Talbot Ave, Boston, MA 02124",Yes,None,No,Yes,No,No,No,Yes,,,,,,,,,20,,,,,,,,,,
Tappan,place-tapst,"Beacon St and Tappan St, Brookline, MA",No,None,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,Tappan001.jpg,Tappan002.jpg,tappanstmap.gif,
Terminal A,17091,"Boston Logan International Airport, Airport Road, Boston, MA, 02128",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,,,,,,,,,,,
Terminal B Stop 1,27092,"Boston Logan International Airport, Airport Road, Boston, MA, 02128",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,,,,,,,,,,,
Terminal B Stop 2,17093,"Boston Logan International Airport, Airport Road, Boston, MA, 02128",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,,,,,,,,,,,
Terminal E,17095,"Boston Logan International Airport, Airport Road, Boston, MA, 02128",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,,,,,,,,,,,
Terminals C,17094,"Boston Logan International Airport, Airport Road, Boston, MA, 02128",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,,,,,,,,,,,
TF Green Airport,TF Green Airport,"700 Jefferson Blvd, Warwick, RI 02886",Yes,None,No,Yes,No,Yes,No,No,,,,,"$5 for 24 hours, $35 for each additional consecutive 24-hour period thereafter",650,24,,Bicycle racks avaliable.,,Standard Parking,401-737-5465,http://www.pvdairport.com/get-here/interlink/interlink-parking,,,,,,
Tufts Medical Center,place-tumnl,"750 Washington St, Boston, MA",Yes,Up,No,N/A,N/A,Yes,No,No,,,,,,,,,0,,,,,,,NewEnglanMedical001.jpg,NewEnglanMedical002.jpg,nemedcentermap.gif,
Union Park St,5093,"Washington St and Union Park St, Boston, MA",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,2,,,,,,,,,,
Union Park St,5100,"Washington St and Union Park St, Boston, MA",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,2,,,,,,,,,,
Uphams Corner,Uphams Corner,"691 Dudley St, Dorchester, MA 02125",No,None,No,Yes,No,No,No,Yes,,,,,Free,,,,0,,,,,,,,,,
Valley Road,place-valrd,"Valley Road off Elliot St, Milton, MA",No,None,No,N/A,No,No,No,No,,,,,,,,,0,,,,,,,,,valleyrdmap.gif,
Waban,place-waban,"Beacon St and Waban Sq, Newton, MA 02468",No,None,No,N/A,N/A,No,No,No,Unattended Lot,MBTA,Rapid Transit,GreenLine_D,"Daily: $6 PayByPhone, $6.50 invoice",72,3,<11%,12,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4258,,Waban001.jpg,Waban002.jpg,wabanmap.gif,Parking often fills up. We recommend you arrive before 8 AM.
Wachusett,Wachusett,"55 Authority Dr, Fitchburg, MA 01420",Yes,None,No,Yes,No,No,No,Yes,Surface Lot,,,,Daily: $3 | Monthly: $50,369,8,,20,,Montachusett Regional Transit Authority,978-345-7711,http://www.mrta.us/about/commuter-rail-parking/fitchburg,,For train information at Wachusett Station tune to 1630 AM,,,,"Monthly passes can only be purchased the 1st of the month through the 7th of the month. After the 7th of the month, passes can only be purchased daily. Passes are only valid for that month it was purchased. Monthly passes are only sold for that present calendar month. Holidays and weekends are free. For overnight, parking tickets must be purchased for 2 days. Montachusett RTA is responsible for parking lot snow removal, maintenance, and fee collection."
Wakefield,Wakefield,"225 North Ave, Wakefield, MA 01880",No,None,No,No,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Haverhill,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",117,6,<32%,6,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4246,For train information at Wakefield Station tune to 1630 AM,,,,Parking often fills up. We recommend you arrive before 7:30 AM.
Walpole,Walpole,"275 West St, Walpole, MA 02081",No,None,No,No,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Franklin,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",343,4,0.66,5,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4382,For train information at Walpole Station tune to 1640 AM,,,,
Waltham,Waltham,"75 Carter St, Waltham, MA 02453",Yes,None,No,No,Yes,No,No,No,Off St,,,,Daily: $2,50,4,,8,,City of Waltham,781-314-3000,https://www.city.waltham.ma.us/parking-meters-division/faq/where-are-the-public-parking-lots-in-waltham,,,,,,"City of Waltham is responsible for parking fee collection and lot maintenance. Please contact MBTA Customer Service regarding station and platform snow removal, cleanliness, and maintenance issues."
Warren,place-wrnst,"Commonwealth Ave and Warren St, Boston, MA",No,None,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,WarrenSt001.jpg,WarrenSt002.jpg,warrenmap.gif,
Washington,place-wascm,"Commonwealth Ave and Washington St, Boston, MA",Yes,None,No,N/A,N/A,No,No,No,,,,,,,,,0,,,,,,,WashingtonSt001.jpg,WashingtonSt002.jpg,washingtonstmap.gif,
Washington Square,place-bcnwa,"Beacon St and Washington St, Brookline, MA",Yes,None,No,N/A,N/A,No,No,No,,,,,,,,,20,,,,,,,WashingtonSQ001.jpg,WashingtonSQ002.jpg,washsquaremap.gif,
Watertown Yard,900,"20 Watertown St, Watertown, MA 02472",Yes,N/A,No,N/A,N/A,N/A,No,N/A,Unattended Lot,MBTA,Bus,Bus,"Daily: $5 PayByPhone, $5.50 invoice | Monthly: $90",179,6,0.49,,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4259,,,,,
Waverley,Waverley,"525 Trapelo Rd, Belmont, MA 02478",No,None,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,
Wedgemere,Wedgemere,"25 Mystic Valley Pkwy, Winchester, MA 01890",Yes,None,No,No,Yes,No,No,Yes,Surface Lot,,,,$5 (free on weekends),119,6,,0,,Town of Winchester,781-721-7120,https://www.winchester.us/167/Wedgemere-Parking-Pay-Station,,For train information at Wedgemere Station tune to 1700 AM,,,,"Town of Winchester is responsible for parking lot snow removal and maintenance, and platform snow removal, cleanliness and maintenance issues."
Wellesley Farms,Wellesley Farms,"90 Croton St, Wellesley Hills, MA 02481",No,None,No,No,No,No,No,No,Surface Lot,,,,Daily: $4.50,190,2,,16,,Town of Wellesley,781-431-1019,http://wellesleyma.gov/264/Parking-Lots-Rates,,For train information at Wellesley Farms Station tune to 1640 AM,,,,"City of Wellesley is responsible for parking lot snow removal, maintenance and fee collection."
Wellesley Hills,Wellesley Hills,"341 Washington St, Wellesley Hills, MA 02481",No,None,No,No,No,No,No,No,Surface Lot,,,,Daily: $4.50,55,1,,0,,Town of Wellesley,781-431-1019,http://wellesleyma.gov/264/Parking-Lots-Rates,,,,,,"City of Wellesley is responsible for parking lot snow removal, maintenance and fee collection."
Wellesley Square,Wellesley Square,"1 Grove St, Wellesley, MA 02482",No,None,No,No,No,No,No,No,Surface Lot,,,,Daily: $4.50,224,2,,0,,Town of Wellesley,781-431-1019,http://wellesleyma.gov/264/Parking-Lots-Rates,,For train information at Wellesley Square Station tune to 1640 AM,,,,"City of Wellesley is responsible for parking lot snow removal, maintenance and fee collection."
Wellington,place-welln,"Revere Beach Pkwy, east of Route 28, Medford, MA 02155",Yes,Up,No,N/A,N/A,Yes,No,Yes,Attended Lot,MBTA,Rapid Transit,OrangeLine,"Daily: $6 PayByPhone, $6.50 invoice | Monthly: $125",1316,22,<1%,16,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4392,,Wellington001.jpg,Wellington002.jpg,wellingtonmap.gif,
West Concord,West Concord,"Commonwealth Ave and Main St, West Concord, MA 01742",Yes,None,No,No,Yes,No,No,No,Surface Lot,,,,Daily: $5 PayByPhone,146,,0.2,10,,Town of Concord,978-318-3100,http://www.concordma.gov/1904/Park,10166,For train information at West Concord Station tune to 1630 AM,,,,"Town of Concord is responsible for parking fee collection and lot maintenance. Please contact MBTA Customer Support regarding station and platform snow removal, cleanliness, and maintenance issues."
West Gloucester,West Gloucester,"290 Essex Ave, Gloucester, MA 01930",Yes,None,No,No,Yes,No,No,No,Unattended Lot,MBTA,Commuter Rail,Newburyport/Rockport,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",44,1,0.78,7,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4247,,,,,
West Hingham,West Hingham,"20 Fort Hill Rd, Hingham, MA 02043",Yes,None,No,Yes,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Greenbush,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",214,7,0.5,,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4472,For train information at West Hingham Station tune to 1630 AM,,,,
West Medford,West Medford,"481 High St, Medford, MA 02155",No,None,No,No,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Lowell,"Daily: $5 PayByPhone, $5.50 invoice",34,2,<5%,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4248,,,,,
West Natick,West Natick,"249 W Central St, Natick, MA 01760",Yes,None,No,No,Yes,No,No,No,Unattended Lot,MBTA,Commuter Rail,Framingham/Worcester,"Daily: $4 PayByPhone, $4.50 invoice",178,6,<5%,5,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4265,For train information at West Natick Station tune to 1640 AM,,,,Parking often fills up. We recommend you arrive before 6:30 AM.
West Newton,West Newton,"1395 Washington St, Newton, MA 02465",No,None,No,No,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Framingham/Worcester,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",43,3,,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,"4266 (Washinton St), 4269 (Webster St)",,,,,Parking often fills up. We recommend you arrive before 10:30 AM at the Washington St lot or before 7am at the Webster St lot.
West Newton St,19402,"Washington St, Newton, MA 02465",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,2,,,,,,,,,,
West Roxbury,West Roxbury,"450 Lagrange St, West Roxbury, MA 02132",Yes,None,No,No,Yes,No,No,No,Unattended Lot,MBTA,Commuter Rail,Needham,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",60,2,0.59,8,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4383,For train information at West Roxbury Station tune to 1690 AM,,,,
Westborough,Westborough,"Smith Pkwy and Fisher St, Westborough, MA 01581",Yes,None,No,No,Yes,No,No,Yes,Unattended Lot,MBTA,Commuter Rail,Framingham/Worcester,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",448,8,<42%,4,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4270,For train information at Westborough Station tune to 1630 AM,,,,Parking often fills up. We recommend you arrive before 7 AM.
Weymouth Landing/East Braintree,Weymouth Landing/ East Braintree,"121 Commercial St, Weymouth, MA 02184",Yes,None,No,Yes,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Greenbush,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",290,13,<50%,8,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4473,For train information at Weymouth Landing Station tune to 1630 AM,,,,
Whitman,Whitman,"383 South Ave, Whitman, MA 02382",Yes,None,No,Yes,No,No,No,No,Unattended Lot,MBTA,Commuter Rail,Kingston/Plymouth,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",208,7,<48%,8,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4474,For train information at Whitman Station tune to 1630 AM,,,,
Wickford Junction,Wickford Junction,"1011 Ten Rod Road, North Kingstown, RI",Yes,None,No,Yes,No,Yes,No,No,Garage,,,,Free,1100,,,20,,Rhode Island Department of Transportation,401-295-9900,http://www.ridetherailsri.com/,,,,,,
Wilmington,Wilmington,"405, Main St, Wilmington, MA 01887",Yes,None,No,No,Yes,No,No,No,Unattended Lot,MBTA,Commuter Rail,Lowell,"Daily: $4 PayByPhone, $4.50 invoice | Monthly: $70",191,7,<5%,0,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4272,For train information at Wilmington Station tune to 1630 AM,,,,Parking often fills up. We recommend you arrive before 7 AM.
Winchester Center,Winchester Center,"29 Waterfield Rd, Winchester, MA 01890",No,None,No,No,No,No,No,No,Surface Lot,,,,Town permit required,237,2,,27,,Town of Winchester,781-721-7120,https://www.winchester.us/166/Town-Center-Wedgemere-Parking,,For train information at Winchester Station tune to 1630 AM,,,,"Town of Winchester is responsible for parking lot snow removal and maintenance. Please contact MBTA Customer Service regarding station and platform snow removal, cleanliness and maintenance issues."
Windsor Gardens,Windsor Gardens,"Buckminster Dr and Engamore Ln, Norwood, MA 02062",No,None,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,
Wollaston,place-wlsta,"90 Woodbine St, Quincy, MA 02171",No,Up,No,N/A,N/A,No,No,No,Attended Lot,MBTA,Rapid Transit,RedLine,"Daily: $5 PayByPhone, $5.50 invoice | Monthly: $105",420,11,<1%,88,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4564,,wollastonphoto.gif,,wollastonmap.gif,
Wonderland,place-wondl,"1300 North Shore Rd, Revere, MA 02151",Yes,None,No,N/A,N/A,No,No,No,Attended Lot,MBTA,Rapid Transit,BlueLine,"Garage Daily: $5 for first 14 hours, $12 for 14-24 hours | Surface lots: $5 PayByPhone daily, $5.50 invoice daily, $105 monthly",2069,43,<15%,24,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,4394,,Wonderland001.jpg,Wonderland002.jpg,wonderlandmap.gif,
Wood Island,place-wimnl,"450 Bennington St, north of Route 1A, Boston, MA",Yes,Up,No,N/A,N/A,Yes,No,No,,,,,,,,,10,,,,,,,Wood Island001.jpg,Wood Island002.jpg,woodislandmap.gif,
Woodland,place-woodl,"1940 Washington St, Newton, MA 02466",Yes,None,No,N/A,N/A,No,No,No,Garage,MBTA,Rapid Transit,GreenLine_D,"$6 for the first 24 hours, $7 for each additional 24 hours",548,11,<28%,16,,Republic Parking System,617-222-3200,http://www.parkmbta.com/,,,,,woodlandmap.gif,
Worcester Square,1787,"Washington St at Worcester Square, Boston, MA",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,2,,,,,,,,,,
Worcester Square,15176,"Washington St at Worcester Square, Boston, MA",Yes,N/A,No,N/A,N/A,No,No,No,,,,,,,,,2,,,,,,,,,,
Worcester/Union,Worcester,"2 Washington Sq, Worcester, MA 01608",Yes,None,No,No,Yes,Yes,No,No,Garage,,,,"$3 for the first hour, $1 for each additional hour, $12 for 6+ hours",500,9,200+,5,,City of Worcester,508-929-1300,http://www.worcesterma.gov/parking/municipal-garages-parking-lots,,,,,,"City of Worcester is responsible for parking garage snow removal, maintenance and fee collection; and station and platform snow removal, cleanliness and maintenance issues. Garage is open 24 hours. City of Worcester offers additional parking at nearby lots."
World Trade Center,place-wtcst,"Congress St at C St/World Trade Center Ave, Boston, MA",Yes,Up,No,N/A,N/A,Yes,No,No,,,,,,,,,0,,,,,,,,,,
